Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Phantom Warrior,Tenth Edition,96,Near Mint,German,,,,,,,,0
1,0,Phylactery Lich,Magic 2011,110,Near Mint,English,,,,,,,,0
1,0,Phyrexia's Core,New Phyrexia,165,Near Mint,English,,,,,,,,
1,0,Phyrexian Arena,Duel Decks: Phyrexia vs. the Coalition,27,Near Mint,English,,,,,,,,0
1,0,Phyrexian Colossus,Duel Decks: Phyrexia vs. the Coalition,16,Near Mint,English,,,,,,,,0
1,0,Phyrexian Hulk,New Phyrexia,150,Near Mint,English,foil,,,,,,,0
2,0,Phyrexian Hulk,Magic 2013,209,Near Mint,English,,,,,,,,
1,0,Phyrexian Hydra,Mirrodin Besieged,85,Near Mint,English,,,,,,,,
1,0,Phyrexian Metamorph,Launch Parties,14,Near Mint,English,foil,,,,,,,0
1,0,Phyrexian Negator,Duel Decks: Phyrexia vs. the Coalition,1,Near Mint,English,foil,,,,,,,0
1,0,Phyrexian Obliterator,New Phyrexia,68,Near Mint,English,,,,,,,,
1,0,Phyrexian Plaguelord,Duel Decks: Phyrexia vs. the Coalition,13,Near Mint,English,,,,,,,,0
1,0,Phyrexian Processor,Duel Decks: Phyrexia vs. the Coalition,29,Near Mint,English,,,,,,,,0
1,0,Pia's Revolution,Aether Revolt,91,Near Mint,English,foil,,,,,,,0
2,0,Pierce Strider,Mirrodin Besieged,123,Near Mint,English,,,,,,,,
1,0,Pillar of Flame,Avacyn Restored,149,Near Mint,English,,,,,,,,
7,0,Piranha Marsh,Zendikar,222,Near Mint,English,,,,,,,,
1,0,Pistus Strike,Mirrodin Besieged,86,Near Mint,English,foil,,,,,,,0
4,0,Pitchburn Devils,Innistrad,156,Near Mint,English,,,,,,,,0
1,0,Pith Driller,New Phyrexia,69,Near Mint,English,,,,,,,,
1,0,Plague Boiler,Commander 2013,254,Near Mint,English,,,,,,,,0
1,0,Plague Wind,Prophecy,74,Near Mint,English,,,,,,,,0
4,0,Plains,Zendikar,230,Near Mint,English,,,,,,,,0
1,0,Plains,Zendikar,231,Near Mint,English,,,,,,,,0
2,0,Plains,Zendikar,233,Near Mint,English,,,,,,,,0
1,0,Plains,Battle for Zendikar,250,Near Mint,English,,,,,,,,0
1,0,Plains,Battle for Zendikar,251,Near Mint,English,,,,,,,,0
2,0,Plains,Battle for Zendikar,252,Near Mint,English,,,,,,,,0
1,0,Plains,Battle for Zendikar,253,Near Mint,English,,,,,,,,0
2,0,Plains,Battle for Zendikar,254,Near Mint,English,,,,,,,,0
1,0,Plains,Battle for Zendikar,254,Near Mint,English,foil,,,,,,,0
1,0,Planar Outburst,Battle for Zendikar,42,Near Mint,English,,,,,,,,0
1,0,Plasm Capture,Duel Decks: Elspeth vs. Kiora,55,Near Mint,English,,,,,,,,0
1,0,Plated Sliver,Legions,19,Near Mint,English,,,,,,,,
1,0,Platinum Angel,Magic 2011,212,Near Mint,English,,,,,,,,0
1,0,Platinum Emperion,Scars of Mirrodin,193,Near Mint,English,,,,,,,,
1,0,Plaxmanta,Commander 2015,100,Near Mint,English,,,,,,,,
1,0,Plummet,Magic 2011,190,Near Mint,English,foil,,,,,,,0
1,0,Pollen Lullaby,Commander,26,Near Mint,English,,,,,,,,0
1,0,Polluted Mire,Premium Deck Series: Graveborn,26,Near Mint,English,foil,,,,,,,0
1,0,Ponder,Lorwyn,79,Near Mint,English,,,,,,,,0
1,0,Pongify,Planar Chaos,44,Near Mint,English,,,,,,,,
1,0,Ponyback Brigade,Khans of Tarkir,191,Near Mint,English,,,,,,,,0
2,0,Postmortem Lunge,New Phyrexia,70,Near Mint,English,,,,,,,,
1,0,Poultice Sliver,Planar Chaos,11,Near Mint,English,foil,,,,,,,0
1,0,Praetor's Counsel,Commander 2014,209,Near Mint,English,,,,,,,,0
1,0,Praetor's Counsel,Mirrodin Besieged,88,Near Mint,English,,,,,,,,0
1,0,Praetor's Grasp,New Phyrexia,71,Near Mint,English,,,,,,,,
1,0,Prakhata Club Security,Kaladesh,98,Near Mint,English,,,,,,,,
1,0,Precinct Captain,Duel Decks: Elspeth vs. Kiora,22,Near Mint,English,,,,,,,,0
1,0,Precise Strike,Aether Revolt,92,Near Mint,English,,,,,,,,
1,0,Predator Ooze,Dark Ascension,124,Near Mint,English,,,,,,,,
1,0,Predator's Gambit,Avacyn Restored,117,Near Mint,English,,,,,,,,
1,0,"Predator, Flagship",Commander 2014,263,Near Mint,English,,,,,,,,0
1,0,Predatory Urge,Zendikar,175,Near Mint,English,,,,,,,,
1,0,Preordain,Magic 2011,70,Near Mint,English,,,,,,,,0
2,0,Press for Answers,Shadows over Innistrad,80,Near Mint,English,,,,,,,,
2,0,Pride Guardian,Magic 2012,31,Near Mint,English,,,,,,,,
1,0,Priest of Titania,Commander 2014,210,Near Mint,English,,,,,,,,0
1,0,Primal Vigor,Commander 2013,162,Near Mint,English,,,,,,,,
1,0,Prime Speaker Zegana,Commander 2015,230,Near Mint,English,,,,,,,,
2,0,Primeval Force,Eighth Edition,273,Near Mint,English,,,,,,,,
1,0,Primeval Titan,Magic 2012,188,Near Mint,English,,,,,,,,0
1,0,Primordial Sage,Commander 2014,211,Near Mint,English,,,,,,,,0
1,0,Pristine Talisman,New Phyrexia,151,Near Mint,English,,,,,,,,
1,0,Prizefighter Construct,Aether Revolt,172,Near Mint,English,,,,,,,,
1,0,Prodigal Pyromancer,Planar Chaos,118,Near Mint,English,foil,,,,,,,0
1,0,Prodigal Sorcerer,Eternal Masters,67,Near Mint,English,,,,,,,,
1,0,Profane Command,Duel Decks: Ajani vs. Nicol Bolas,70,Near Mint,English,,,,,,,,0
1,0,Propeller Pioneer,Kaladesh,24,Near Mint,English,,,,,,,,
1,0,Prophetic Bolt,Commander,219,Near Mint,English,,,,,,,,0
1,0,Prophetic Prism,Commander,256,Near Mint,English,,,,,,,,0
2,0,Prophetic Ravings,Eldritch Moon,139,Near Mint,English,,,,,,,,
1,0,"Prossh, Skyraider of Kher",Commander 2013,204,Near Mint,English,,,,,,,,
1,0,Protean Hydra,Magic 2011,194,Near Mint,English,,,,,,,,
1,0,Providence,Eldritch Moon,37,Near Mint,English,,,,,,,,
1,0,Psychogenic Probe,Mirrodin,231,Near Mint,English,,,,,,,,
1,0,Psychosis Crawler,Mirrodin Besieged,126,Near Mint,English,foil,,,,,,,0
1,0,Pulmonic Sliver,Time Spiral,36,Near Mint,English,,,,,,,,
1,0,Pulse of the Dross,Darksteel,50,Played,English,,,,,,,,0
1,0,Pulse of the Forge,Darksteel,66,Near Mint,English,,,,,,,,0
4,0,Pulse Tracker,Worldwake,62,Near Mint,English,,,,,,,,
3,0,Punish the Enemy,Dragon's Maze,35,Near Mint,English,,,,,,,,
1,0,Punishing Fire,Commander,131,Near Mint,English,,,,,,,,0
1,0,Punishing Fire,Zendikar,142,Near Mint,English,,,,,,,,
2,0,Purify the Grave,Innistrad,27,Near Mint,English,,,,,,,,
1,0,Putrefax,Scars of Mirrodin,126,Near Mint,English,,,,,,,,
2,0,Putrid Imp,Premium Deck Series: Graveborn,1,Near Mint,English,foil,,,,,,,0
1,0,Pyre Zombie,Invasion,261,Near Mint,English,,,,,,,,
1,0,Quagmire Druid,Commander 2013,90,Near Mint,English,,,,,,,,0
1,0,Quarantine Field,Battle for Zendikar,43,Near Mint,English,,,,,,,,
1,0,Quest for Ancient Secrets,Zendikar,59,Near Mint,English,,,,,,,,
1,0,Quick Sliver,Premium Deck Series: Slivers,10,Near Mint,English,foil,,,,,,,0
5,0,Quicksand,Worldwake,140,Near Mint,English,,,,,,,,
1,0,Quicksmith Genius,Kaladesh,125,Near Mint,English,,,,,,,,
1,0,Quicksmith Spy,Aether Revolt,41,Near Mint,English,,,,,,,,
1,0,Quiet Contemplation,Khans of Tarkir,50,Near Mint,English,,,,,,,,
1,0,Quiet Purity,Champions of Kamigawa,39,Near Mint,English,foil,,,,,,,0
1,0,Quilled Sliver,Time Spiral,37,Near Mint,English,,,,,,,,
1,0,"Radha, Heir to Keld",Planar Chaos,162,Near Mint,English,,,,,,,,
1,0,Radiant Flames,Battle for Zendikar,151,Near Mint,English,,,,,,,,
1,0,Rage Thrower,Innistrad,157,Near Mint,English,,,,,,,,
1,0,Raging Poltergeist,Avacyn Restored,150,Near Mint,English,,,,,,,,
1,0,Raiders' Spoils,Khans of Tarkir,83,Near Mint,English,,,,,,,,
1,0,Raise Dead,Eighth Edition,157,Near Mint,English,,,,,,,,0
1,0,Rakdos Carnarium,Archenemy,132,Near Mint,English,,,,,,,,0
3,0,Rakdos Cluestone,Dragon's Maze,143,Near Mint,English,,,,,,,,
4,0,Rakdos Drake,Dragon's Maze,28,Near Mint,English,,,,,,,,
1,0,Rakdos Guildgate,Commander 2013,314,Near Mint,English,,,,,,,,0
3,0,Rakdos Guildgate,Dragon's Maze,154,Near Mint,English,,,,,,,,0
1,0,Rakdos Keyrune,Return to Ravnica,232,Near Mint,English,,,,,,,,
1,0,Rakshasa Vizier,Khans of Tarkir,193,Near Mint,English,,,,,,,,
4,0,Rakshasa's Secret,Khans of Tarkir,84,Near Mint,English,,,,,,,,
1,0,Rally the Horde,Saviors of Kamigawa,110,Near Mint,English,,,,,,,,
2,0,Rally the Peasants,Innistrad,28,Near Mint,English,,,,,,,,0
1,0,Rampaging Baloths,Commander 2014,212,Near Mint,English,,,,,,,,0
1,0,Rampant Growth,Commander 2015,199,Near Mint,English,,,,,,,,0
1,0,Rampant Growth,Magic 2012,190,Near Mint,English,,,,,,,,0
1,0,Rapacious One,Commander,133,Near Mint,English,,,,,,,,0
1,0,Rapid Hybridization,Commander 2015,102,Near Mint,English,,,,,,,,
1,0,Rattleclaw Mystic,Media Inserts,96,Near Mint,English,foil,,,,,,,0
1,0,Rattleclaw Mystic,Khans of Tarkir,144,Near Mint,English,,,,,,,,
1,0,Ravenous Bloodseeker,Shadows over Innistrad,175,Near Mint,English,foil,,,,,,,0
1,0,Ravenous Demon,Prerelease Events,52,Near Mint,English,,,,,,,,0
1,0,Ravenous Intruder,Aether Revolt,94,Near Mint,English,,,,,,,,
1,0,Ray of Command,Commander,56,Near Mint,English,,,,,,,,0
1,0,Razormane Masticore,Duel Decks: Elspeth vs. Tezzeret,56,Near Mint,English,,,,,,,,0
1,0,Razormane Masticore,Fifth Dawn,146,Near Mint,English,,,,,,,,0
1,0,Reality Spasm,Rise of the Eldrazi,81,Near Mint,English,,,,,,,,
1,0,Realms Uncharted,Rise of the Eldrazi,206,Near Mint,English,,,,,,,,
1,0,Reanimate,Premium Deck Series: Graveborn,15,Near Mint,English,foil,,,,,,,0
1,0,Reap the Seagraf,Dark Ascension,72,Near Mint,English,,,,,,,,
1,0,Reaper from the Abyss,Innistrad,112,Near Mint,English,,,,,,,,0
1,0,Reaping the Graves,Scourge,72,Near Mint,English,,,,,,,,
1,0,Reassembling Skeleton,Duel Decks: Sorin vs. Tibalt,44,Near Mint,English,,,,,,,,0
1,0,Reassembling Skeleton,Magic 2012,104,Near Mint,English,,,,,,,,0
1,0,Rebuke,Innistrad,29,Near Mint,English,,,,,,,,
1,0,Reciprocate,Champions of Kamigawa,40,Near Mint,English,,,,,,,,
1,0,Reckless Abandon,Duel Decks: Speed vs. Cunning,20,Near Mint,English,,,,,,,,0
2,0,Reckless Racer,Aether Revolt,95,Near Mint,English,,,,,,,,
1,0,Reckless Waif,Innistrad,159,Near Mint,English,,,,,,,,
1,0,Reclaim,Magic 2012,191,Near Mint,English,,,,,,,,0
1,0,Reclamation Sage,Commander 2014,213,Near Mint,English,,,,,,,,0
1,0,Red Sun's Zenith,Mirrodin Besieged,74,Near Mint,English,,,,,,,,0
1,0,Redirect,Magic 2011,71,Near Mint,English,,,,,,,,0
2,0,Redirect,Magic 2013,64,Near Mint,English,,,,,,,,
1,0,Reflecting Pool,Shadowmoor,278,Near Mint,English,,,,,,,,
1,0,Reflex Sliver,Planar Chaos,138,Near Mint,English,,,,,,,,
1,0,Reliquary Tower,Commander 2015,301,Near Mint,English,,,,,,,,0
1,0,Reliquary Tower,Conflux,143,Near Mint,English,,,,,,,,0
1,0,Remove Soul,Eighth Edition,95,Near Mint,English,,,,,,,,0
1,0,Renegade Demon,Avacyn Restored,118,Near Mint,English,,,,,,,,
1,0,Renegade Freighter,Kaladesh,230,Near Mint,English,,,,,,,,
5,0,Renegade Map,Aether Revolt,173,Near Mint,English,,,,,,,,
1,0,Renegade Tactics,Kaladesh,127,Near Mint,English,,,,,,,,
1,0,Renegade's Getaway,Aether Revolt,69,Near Mint,English,,,,,,,,
1,0,Renounce the Guilds,Dragon's Maze,5,Near Mint,English,,,,,,,,
1,0,Repeal,Duel Decks: Speed vs. Cunning,72,Near Mint,English,,,,,,,,0
1,0,Requiem Angel,Dark Ascension,18,Near Mint,English,,,,,,,,
4,0,Reservoir Walker,Aether Revolt,174,Near Mint,English,,,,,,,,
3,0,Resourceful Return,Aether Revolt,70,Near Mint,English,,,,,,,,
1,0,Retether,Planar Chaos,13,Near Mint,English,,,,,,,,
1,0,Retribution of the Ancients,Khans of Tarkir,85,Near Mint,English,,,,,,,,
1,0,Return to Dust,Commander,28,Near Mint,English,,,,,,,,0
1,0,Reverberate,Magic 2013,145,Near Mint,English,,,,,,,,
1,0,Reversal of Fortune,Fifth Dawn,77,Near Mint,English,,,,,,,,
1,0,Reverse Engineer,Aether Revolt,42,Near Mint,English,,,,,,,,
1,0,Revoke Privileges,Kaladesh,26,Near Mint,English,,,,,,,,
2,0,Revolutionary Rebuff,Kaladesh,61,Near Mint,English,,,,,,,,
1,0,Rhox,Tenth Edition,291,Near Mint,English,,,,,,,,
1,0,Ride Down,Khans of Tarkir,194,Near Mint,English,,,,,,,,0
1,0,Ride Down,Eldritch Moon,188,Near Mint,English,,,,,,,,
1,0,Ride Down,Eldritch Moon,188,Near Mint,English,foil,,,,,,,0
1,0,Righteous Blow,Avacyn Restored,34,Near Mint,English,,,,,,,,
1,0,Riku of Two Reflections,Commander,220,Near Mint,English,,,,,,,,
1,0,Ring of Kalonia,Magic 2013,212,Near Mint,English,,,,,,,,
1,0,Ring of Xathrid,Magic 2013,215,Near Mint,English,,,,,,,,
1,0,Riot Control,Dragon's Maze,6,Near Mint,English,,,,,,,,
4,0,Riot Devils,Innistrad,160,Near Mint,English,,,,,,,,
3,0,Riot Piker,Dragon's Maze,37,Near Mint,English,,,,,,,,
1,0,Rise from the Grave,Magic 2013,107,Near Mint,English,,,,,,,,0
1,0,Rite of Replication,Zendikar,61,Near Mint,English,,,,,,,,0
1,0,Rite of Ruin,Avacyn Restored,153,Near Mint,English,,,,,,,,
1,0,Rite of the Raging Storm,Commander 2015,30,Near Mint,English,,,,,,,,0
3,0,Rite of the Serpent,Khans of Tarkir,86,Near Mint,English,,,,,,,,
1,0,Rites of Flourishing,Magic 2012,192,Near Mint,English,,,,,,,,0
1,0,"Rith, the Awakener",Duel Decks: Phyrexia vs. the Coalition,48,Near Mint,English,,,,,,,,0
1,0,River Boa,Zendikar,180,Near Mint,English,foil,,,,,,,0
2,0,Rolling Temblor,Innistrad,161,Near Mint,English,,,,,,,,
1,0,Rooftop Storm,Innistrad,71,Near Mint,English,,,,,,,,
1,0,Rootbound Crag,Premium Deck Series: Slivers,32,Near Mint,English,foil,,,,,,,0
1,0,Rootbound Crag,Magic 2011,227,Near Mint,English,,,,,,,,0
4,0,Rotting Fensnake,Innistrad,113,Near Mint,English,,,,,,,,
4,0,Rotting Mastodon,Khans of Tarkir,87,Near Mint,English,,,,,,,,
1,0,Rough // Tumble,Commander 2013,118,Near Mint,English,,,,,,,,0
2,0,Rubblebelt Maaka,Dragon's Maze,38,Near Mint,English,,,,,,,,
4,0,Rugged Highlands,Khans of Tarkir,240,Near Mint,English,,,,,,,,0
1,0,Ruination,Commander,134,Near Mint,English,,,,,,,,0
1,0,Ruinous Path,Battle for Zendikar,123,Near Mint,English,,,,,,,,
1,0,Runic Repetition,Innistrad,72,Near Mint,English,,,,,,,,
1,0,Runner's Bane,Dragon's Maze,17,Near Mint,English,,,,,,,,
2,0,Rupture Spire,Premium Deck Series: Slivers,33,Near Mint,English,foil,,,,,,,0
1,0,Rupture Spire,Commander,285,Near Mint,English,,,,,,,,0
1,0,Rupture Spire,Commander 2013,315,Near Mint,English,,,,,,,,0
1,0,Rush of Adrenaline,Shadows over Innistrad,177,Near Mint,English,,,,,,,,
4,0,Rush of Battle,Khans of Tarkir,19,Near Mint,English,,,,,,,,
2,0,Russet Wolves,Dark Ascension,102,Near Mint,English,,,,,,,,
1,0,Ruthless Cullblade,Worldwake,65,Near Mint,English,,,,,,,,
2,0,Ruthless Ripper,Khans of Tarkir,88,Near Mint,English,,,,,,,,
1,0,Safe Passage,Magic 2013,30,Near Mint,English,,,,,,,,
1,0,Sage of the Inward Eye,Khans of Tarkir,195,Near Mint,English,,,,,,,,
3,0,Sage-Eye Harrier,Khans of Tarkir,20,Near Mint,English,,,,,,,,
1,0,Sagu Archer,Khans of Tarkir,146,Near Mint,English,foil,,,,,,,0
1,0,Sagu Mauler,Khans of Tarkir,196,Near Mint,English,,,,,,,,
1,0,Sakura-Tribe Elder,Commander 2013,168,Near Mint,English,,,,,,,,0
1,0,Sakura-Tribe Elder,Commander 2015,200,Near Mint,English,,,,,,,,0
2,0,Salivating Gremlins,Kaladesh,129,Near Mint,English,,,,,,,,
4,0,Salt Road Patrol,Khans of Tarkir,21,Near Mint,English,,,,,,,,
1,0,Salvage Scuttler,Aether Revolt,43,Near Mint,English,,,,,,,,
2,0,Salvaging Station,Fifth Dawn,148,Near Mint,English,,,,,,,,
1,0,Sanctifier of Souls,Eldritch Moon,39,Near Mint,English,,,,,,,,
1,0,Sanctuary Cat,Dark Ascension,19,Near Mint,English,,,,,,,,
1,0,Sanctum Gargoyle,Shards of Alara,24,Near Mint,German,,,,,,,,0
4,0,Sandstone Bridge,Battle for Zendikar,243,Near Mint,English,,,,,,,,
1,0,Sandstone Oracle,Commander 2015,52,Near Mint,English,,,,,,,,
3,0,Sangromancer,Mirrodin Besieged,53,Near Mint,English,,,,,,,,0
1,0,Sanguimancy,Born of the Gods,81,Near Mint,English,,,,,,,,
1,0,Sanguine Bond,Magic 2010,111,Near Mint,English,,,,,,,,0
1,0,Sanitarium Skeleton,Shadows over Innistrad,133,Near Mint,English,,,,,,,,
1,0,Sanitarium Skeleton,Shadows over Innistrad,133,Near Mint,English,foil,,,,,,,0
1,0,Savage Knuckleblade,Khans of Tarkir,197,Near Mint,English,,,,,,,,
1,0,Savage Lands,Commander 2013,317,Near Mint,English,,,,,,,,0
1,0,Savage Punch,Khans of Tarkir,147,Near Mint,English,foil,,,,,,,0
1,0,Savage Twister,Commander,222,Near Mint,English,,,,,,,,0
1,0,Savageborn Hydra,Dragon's Maze,100,Near Mint,English,,,,,,,,
4,0,Scaldkin,Khans of Tarkir,52,Near Mint,English,,,,,,,,
1,0,Scatter Arc,Gatecrash,48,Near Mint,English,,,,,,,,
2,0,Scatter to the Winds,Battle for Zendikar,85,Near Mint,English,,,,,,,,
1,0,Scepter of Empires,Magic 2012,216,Near Mint,English,,,,,,,,
1,0,Scion of Glaciers,Khans of Tarkir,53,Near Mint,English,,,,,,,,
4,0,Scoured Barrens,Khans of Tarkir,242,Near Mint,English,,,,,,,,0
1,0,Scourge Devil,Duel Decks: Speed vs. Cunning,18,Near Mint,English,,,,,,,,0
1,0,Scourge of Fleets,Duel Decks: Elspeth vs. Kiora,41,Near Mint,English,,,,,,,,0
2,0,Scourge of Geier Reach,Innistrad,162,Near Mint,English,,,,,,,,
1,0,Scrapskin Drake,Avacyn Restored,73,Near Mint,English,,,,,,,,0
1,0,Scrapyard Salvo,New Phyrexia,94,Near Mint,English,,,,,,,,
2,0,Screeching Skaab,Dark Ascension,47,Near Mint,English,,,,,,,,0
1,0,Scroll of Griselbrand,Avacyn Restored,221,Near Mint,English,,,,,,,,
1,0,Scytheclaw,Commander 2015,53,Near Mint,English,,,,,,,,
2,0,Seagraf Skaab,Shadows over Innistrad,84,Near Mint,English,,,,,,,,
1,0,Searing Blaze,Magic Player Rewards,53,Near Mint,English,,,,,,,,0
1,0,Seascape Aerialist,Zendikar,64,Near Mint,English,,,,,,,,
1,0,Seat of the Synod,Duel Decks: Elspeth vs. Tezzeret,74,Near Mint,English,,,,,,,,0
3,0,Seat of the Synod,Mirrodin,283,Near Mint,English,,,,,,,,0
2,0,Secluded Steppe,Duel Decks: Elspeth vs. Kiora,29,Near Mint,English,,,,,,,,0
1,0,Secluded Steppe,Commander 2015,304,Near Mint,English,,,,,,,,
1,0,Second Guess,Avacyn Restored,74,Near Mint,English,,,,,,,,
1,0,Second Thoughts,Eternal Masters,27,Near Mint,English,,,,,,,,
1,0,Sedge Scorpion,Theros,177,Near Mint,English,foil,,,,,,,0
1,0,Sedge Sliver,Time Spiral,177,Near Mint,English,,,,,,,,
1,0,Sedraxis Specter,Shards of Alara,192,Near Mint,English,,,,,,,,
1,0,Seeker of the Way,Khans of Tarkir,22,Near Mint,English,foil,,,,,,,0
1,0,Seer's Sundial,Commander 2014,267,Near Mint,English,,,,,,,,0
1,0,Seer's Sundial,Commander 2015,264,Near Mint,English,,,,,,,,0
1,0,Sejiri Merfolk,Worldwake,36,Near Mint,English,,,,,,,,
4,0,Sejiri Refuge,Zendikar,224,Near Mint,English,,,,,,,,
2,0,Sejiri Steppe,Worldwake,142,Near Mint,English,,,,,,,,
1,0,"Sek'Kuar, Deathkeeper",Commander 2013,210,Near Mint,English,,,,,,,,0
1,0,Select for Inspection,Kaladesh,63,Near Mint,English,,,,,,,,
1,0,Selective Memory,Worldwake,37,Near Mint,English,foil,,,,,,,0
1,0,Selesnya Keyrune,Return to Ravnica,233,Near Mint,English,,,,,,,,
1,0,Selesnya Sentry,Return to Ravnica,21,Near Mint,English,,,,,,,,
1,0,Self-Assembler,Kaladesh,232,Near Mint,English,,,,,,,,
2,0,Selfless Cathar,Innistrad,30,Near Mint,English,,,,,,,,0
1,0,Selhoff Occultist,Innistrad,73,Near Mint,English,,,,,,,,
1,0,Seller of Songbirds,Return to Ravnica,22,Near Mint,English,,,,,,,,
1,0,Sen Triplets,Alara Reborn,109,Near Mint,English,foil,,,,,,,0
1,0,Sengir Nosferatu,Time Spiral,128,Near Mint,English,,,,,,,,
3,0,Sensory Deprivation,Innistrad,74,Near Mint,English,,,,,,,,0
1,0,Serra Ascendant,Magic 2011,28,Near Mint,English,,,,,,,,0
1,0,Serum Visions,Fifth Dawn,36,Near Mint,English,,,,,,,,
1,0,Servant of Nefarox,Magic 2013,108,Near Mint,English,,,,,,,,
2,0,Set Adrift,Khans of Tarkir,54,Near Mint,English,,,,,,,,
1,0,Sever the Bloodline,Innistrad,115,Near Mint,English,,,,,,,,0
1,0,Sewer Shambler,Return to Ravnica,75,Near Mint,English,,,,,,,,
1,0,Shadow Sliver,Time Spiral,76,Near Mint,English,,,,,,,,
4,0,Shambling Attendants,Khans of Tarkir,89,Near Mint,English,,,,,,,,
1,0,Shambling Vent,Battle for Zendikar,244,Near Mint,English,,,,,,,,
1,0,Shape Anew,Scars of Mirrodin,43,Near Mint,English,,,,,,,,
1,0,Sharding Sphinx,Shards of Alara,55,Near Mint,English,,,,,,,,
2,0,Sharpened Pitchfork,Innistrad,232,Near Mint,English,,,,,,,,
1,0,Shatter,Ninth Edition,218,Near Mint,English,,,,,,,,0
1,0,Shatter,Scars of Mirrodin,103,Near Mint,English,,,,,,,,0
4,0,Shatter,Khans of Tarkir,120,Near Mint,English,,,,,,,,
1,0,Shattergang Brothers,Commander 2013,213,Near Mint,English,,,,,,,,
1,0,"Sheoldred, Whispering One",Prerelease Events,49,Near Mint,English,,,,,,,,0
1,0,Shielded Aether Thief,Aether Revolt,44,Near Mint,English,,,,,,,,
1,0,Shifting Sliver,Legions,52,Near Mint,English,,,,,,,,
3,0,Shimmering Grotto,Innistrad,246,Near Mint,English,,,,,,,,0
1,0,Shipwreck Moray,Aether Revolt,45,Near Mint,English,,,,,,,,
1,0,Shivan Meteor,Planar Chaos,106,Near Mint,English,,,,,,,,
1,0,Shivan Oasis,Duel Decks: Phyrexia vs. the Coalition,65,Near Mint,English,,,,,,,,0
1,0,Shock,Duel Decks: Speed vs. Cunning,21,Near Mint,English,,,,,,,,0
1,0,Shock,Eighth Edition,222,Near Mint,English,,,,,,,,0
1,0,Shock,Magic 2012,154,Near Mint,English,,,,,,,,0
2,0,Shock,Aether Revolt,98,Near Mint,English,,,,,,,,
1,0,Show of Valor,Magic 2013,34,Near Mint,English,,,,,,,,0
1,0,Shrine of Limitless Power,New Phyrexia,154,Near Mint,English,,,,,,,,
1,0,Shrivel,Rise of the Eldrazi,126,Near Mint,English,foil,,,,,,,0
1,0,Shrouded Lore,Planar Chaos,91,Near Mint,English,,,,,,,,
2,0,Sickening Dreams,Premium Deck Series: Graveborn,18,Near Mint,English,foil,,,,,,,0
1,0,Sidewinder Sliver,Time Spiral,41,Near Mint,English,,,,,,,,
2,0,Sidisi's Pet,Khans of Tarkir,90,Near Mint,English,,,,,,,,
1,0,Siege Behemoth,Commander 2014,46,Near Mint,English,,,,,,,,
3,0,Siegecraft,Khans of Tarkir,23,Near Mint,English,,,,,,,,
3,0,Sigardian Priest,Eldritch Moon,42,Near Mint,English,,,,,,,,
2,0,Sightless Ghoul,Dark Ascension,73,Near Mint,English,,,,,,,,
2,0,Silburlind Snapper,Shadows over Innistrad,85,Near Mint,English,,,,,,,,
1,0,Silent Departure,Eternal Masters,72,Near Mint,English,,,,,,,,
4,0,Silent Departure,Innistrad,75,Near Mint,English,,,,,,,,0
1,0,Silklash Spider,Commander 2013,169,Near Mint,English,,,,,,,,0
1,0,Silklash Spider,Commander 2014,214,Near Mint,English,,,,,,,,0
1,0,Silver-Inlaid Dagger,Innistrad,233,Near Mint,English,,,,,,,,
2,0,Silverchase Fox,Innistrad,31,Near Mint,English,,,,,,,,
1,0,Silverclaw Griffin,Dark Ascension,21,Near Mint,English,,,,,,,,
1,0,Simic Growth Chamber,Commander,288,Near Mint,English,,,,,,,,0
1,0,Simic Growth Chamber,Commander 2015,305,Near Mint,English,,,,,,,,0
1,0,Simic Guildgate,Commander 2015,306,Near Mint,English,,,,,,,,
1,0,Simic Guildgate,Gatecrash,246,Near Mint,English,,,,,,,,0
1,0,Simic Keyrune,Commander 2015,265,Near Mint,English,,,,,,,,
1,0,Simic Manipulator,Gatecrash,50,Near Mint,English,,,,,,,,
1,0,Simic Signet,Commander,259,Near Mint,English,,,,,,,,0
1,0,Simic Signet,Commander 2015,266,Near Mint,English,,,,,,,,0
1,0,Simic Sky Swallower,Duel Decks: Elspeth vs. Kiora,56,Near Mint,English,,,,,,,,0
1,0,Simic Sky Swallower,Commander,226,Near Mint,English,,,,,,,,0
1,0,Sinew Sliver,Planar Chaos,30,Near Mint,English,,,,,,,,
3,0,Singing Bell Strike,Khans of Tarkir,55,Near Mint,English,,,,,,,,
1,0,Sinister Possession,Dragon's Maze,29,Near Mint,English,,,,,,,,
3,0,Skaab Goliath,Innistrad,76,Near Mint,English,,,,,,,,0
3,0,Skeletal Grimace,Innistrad,116,Near Mint,English,,,,,,,,
1,0,Skeletal Vampire,"Duel Decks Anthology, Garruk vs. Liliana",46,Near Mint,English,,,,,,,,0
1,0,Skillful Lunge,Dark Ascension,22,Near Mint,English,,,,,,,,
1,0,Skinbrand Goblin,Gatecrash,105,Near Mint,English,,,,,,,,
3,0,Skirsdag Cultist,Innistrad,163,Near Mint,English,,,,,,,,
2,0,Skirsdag Flayer,Dark Ascension,74,Near Mint,English,,,,,,,,
1,0,Skirsdag High Priest,Innistrad,117,Near Mint,English,,,,,,,,
